CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
25-05-2022,2,6500,790,3 out of 7,Bangalo,"Deep Heights, Nalasopara",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,6500,
05-05-2022,1,15000,380,19 out of 19,Flat,sra,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,15000,
07-07-2022,2,38000,650,4 out of 10,Flat,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent,38000,
27-05-2022,2,35000,800,9 out of 20,Flat,Borivali East,Mumbai,Semi-Furnished,Family,2,Contact Agent,35000,
10-05-2022,2,32000,830,13 out of 14,Bangalo,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,32000,
29-05-2022,1,16000,410,Ground out of 4,Flat,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner,16000,
01-06-2022,1,33000,428,7 out of 11,Flat,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,33000,
23-05-2022,1,8500,550,3 out of 5,Bangalo,Thane-Kalyan-Dombivli,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500,
17-06-2022,2,60000,630,11 out of 22,Flat,Central Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,60000,
27-06-2022,1,20000,550,5 out of 7,Bangalo,Rock garden Chs,Mumbai,Unfurnished,Bachelors,2,Contact Owner,20000,
28-05-2022,1,38000,450,4 out of 8,Flat,"Juveria Apartment, Mazgaon",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,38000,
04-06-2022,2,100000,750,Upper Basement out of 30,Flat,"Lodha NCP Commercial , Wadala",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,100000,
25-06-2022,2,65000,800,12 out of 14,Flat,"Kabra Centroid, Santacruz East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,65000,
01-07-2022,3,80000,1050,16 out of 31,Flat,"HDIL Metropolis, Andheri West",Mumbai,Furnished,Family,3,Contact Agent,80000,
06-07-2022,2,85000,850,1 out of 8,Flat,Bandra West,Mumbai,Furnished,Bachelors,2,Contact Agent,85000,
20-06-2022,4,600000,2500,12 out of 13,Flat,"Mount Marry, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,600000,
23-06-2022,3,150000,2000,6 out of 7,Flat,"Saraswati Sadan, Parel",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,150000,
06-07-2022,3,130000,1330,11 out of 51,Flat,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,130000,
10-06-2022,3,55000,950,2 out of 12,Flat,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,55000,
16-06-2022,1,23000,435,9 out of 22,Flat,Kandivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,23000,
04-06-2022,3,95000,1300,8 out of 16,Flat,"Bharat Ark, Andheri West",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,95000,
29-04-2022,2,40000,650,Ground out of 4,Bangalo,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,40000,
06-07-2022,3,180000,1550,22 out of 24,Flat,Lower Parel,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,180000,
04-07-2022,1,25000,380,3 out of 4,Flat,Irla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,25000,
31-05-2022,4,140000,1454,7 out of 14,Flat,Central Avenue Road,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,140000,
01-06-2022,2,55000,860,9 out of 20,Flat,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent,55000,
14-06-2022,2,46000,680,4 out of 7,Flat,"Trans Residency, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,46000,
04-07-2022,1,22000,433,2 out of 7,Flat,"Highway Park Apartment, Kandivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,22000,
27-06-2022,2,55100,710,10 out of 22,Flat,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,55100,
06-07-2022,2,65000,700,5 out of 7,Flat,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent,65000,
26-05-2022,1,33000,550,Ground out of 4,Flat,"Supreme Divine Light CHS, Chakala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,33000,
25-06-2022,4,320000,2700,10 out of 12,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,320000,
10-05-2022,1,33000,350,Ground out of 5,Bangalo,Andheri West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,33000,
10-05-2022,1,25000,490,7 out of 8,Bangalo,Bhandup East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,25000,
09-07-2022,3,300000,1225,5 out of 13,Flat,"Mount Marry, Mount Mary",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,300000,
28-06-2022,3,100000,1286,7 out of 21,Flat,"Lodha Bel Air, Jogeshwari West",Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent,100000,
14-05-2022,1,33000,425,5 out of 7,Flat,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,33000,
06-07-2022,2,35000,550,7 out of 7,Flat,90 ft road,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,35000,
09-07-2022,3,130000,1224,14 out of 21,Flat,Mumbai Central,Mumbai,Unfurnished,Family,3,Contact Agent,130000,
09-07-2022,3,80000,950,17 out of 25,Flat,Byculla West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,80000,
04-06-2022,1,10000,425,9 out of 14,Flat,"Nicon Infinity, Vasai East",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,10000,
03-06-2022,3,92500,1000,6 out of 7,Flat,"Rustomjee Central Park, Chakala",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,92500,
07-07-2022,2,57000,710,15 out of 18,Flat,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,57000,
06-07-2022,3,170000,1300,5 out of 8,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,170000,
13-05-2022,1,29999,433,8 out of 20,Flat,"Altavista, Sion Trombay Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,29999,
14-05-2022,2,42000,650,8 out of 15,Flat,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent,42000,
09-07-2022,3,330000,1650,8 out of 27,Flat,buena vista,Mumbai,Furnished,Bachelors,4,Contact Agent,330000,
29-04-2022,2,24000,600,1 out of 5,Bangalo,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,24000,
05-05-2022,2,35000,850,3 out of 6,Bangalo,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner,35000,
07-07-2022,1,14000,305,6 out of 24,Flat,Kandivali West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,14000,
12-06-2022,2,45000,490,2 out of 3,Flat,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,45000,
24-05-2022,2,36000,690,4 out of 8,Flat,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,36000,
31-05-2022,2,53500,635,17 out of 20,Flat,"Nahar Jonquille and Jamaica, Chandivali",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,53500,
07-07-2022,3,80000,1100,18 out of 22,Flat,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,80000,
27-06-2022,1,7500,250,1 out of 7,Bangalo,Chinmay Gaurang Infrastructure Old Panvel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,7500,
23-06-2022,3,140000,1200,9 out of 30,Flat,Worli Sea Face,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,140000,
23-06-2022,2,95000,750,2 out of 7,Flat,"Queens Palace, Bandra West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,95000,
06-06-2022,3,130000,1100,3 out of 8,Flat,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,130000,
01-06-2022,2,45000,700,4 out of 7,Flat,"Bindra Complex , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,45000,
23-06-2022,2,110000,1150,11 out of 26,Flat,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,110000,
28-06-2022,3,120000,1379,17 out of 27,Flat,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,120000,
23-06-2022,1,60000,500,9 out of 10,Flat,"Vaibhav Apartments, Dadar West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,60000,
26-06-2022,3,120000,1400,10 out of 32,Bangalo,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,120000,
30-06-2022,1,40000,390,4 out of 12,Flat,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,40000,
04-06-2022,2,50000,935,2 out of 6,Bangalo,Andheri West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,50000,
27-05-2022,2,36000,535,12 out of 16,Flat,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,36000,
10-06-2022,3,150000,1250,6 out of 12,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,150000,
12-06-2022,4,230000,3700,5 out of 20,Flat,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,230000,
28-06-2022,1,25000,350,10 out of 24,Flat,Lower Parel,Mumbai,Unfurnished,Bachelors,2,Contact Agent,25000,
27-05-2022,3,190000,1350,65 out of 76,Flat,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,190000,
27-04-2022,3,61000,1550,5 out of 20,Flat,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,61000,
27-06-2022,3,70000,1100,7 out of 10,Flat,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,70000,
16-06-2022,3,42000,950,5 out of 7,Flat,Mulund East,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,42000,
10-06-2022,1,27000,400,1 out of 7,Flat,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,27000,
23-06-2022,2,60000,700,3 out of 4,Flat,Irla,Mumbai,Furnished,Bachelors,2,Contact Agent,60000,
23-05-2022,3,85000,850,3 out of 4,Bangalo,Sion East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,85000,
30-06-2022,2,75000,900,7 out of 9,Flat,"Marine Palace, Marine Lines",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,75000,
14-05-2022,3,200000,1208,5 out of 14,Flat,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,200000,
09-07-2022,3,170000,1150,8 out of 12,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,170000,
15-06-2022,3,180000,1600,17 out of 60,Flat,"Island City Centre, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,180000,
06-07-2022,2,55000,700,10 out of 11,Flat,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,55000,
13-06-2022,5,600000,3200,10 out of 16,Flat,Bandra East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,600000,
23-05-2022,1,18000,330,20 out of 22,Bangalo,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,18000,
04-06-2022,1,19000,225,18 out of 25,Bangalo,Worli,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,19000,
23-06-2022,3,150000,1050,5 out of 7,Flat,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,150000,
19-05-2022,1,18500,225,4 out of 7,Flat,Lower Parel,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,18500,
07-07-2022,1,35000,463,5 out of 7,Flat,Rambaug,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,35000,
06-07-2022,4,200000,1900,5 out of 11,Flat,"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,200000,
27-05-2022,2,150000,1500,15 out of 17,Bangalo,Agripada,Mumbai,Furnished,Bachelors/Family,4,Contact Owner,150000,
27-05-2022,2,70000,1000,15 out of 23,Flat,"Lake Primrose, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,70000,
27-06-2022,1,35000,450,6 out of 10,Flat,Borivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,35000,
20-06-2022,2,45000,700,5 out of 17,Flat,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Owner,45000,
23-06-2022,1,30000,355,2 out of 7,Flat,Chembur East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,30000,
23-06-2022,3,50000,1325,3 out of 28,Flat,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,50000,
29-04-2022,2,50000,950,4 out of 8,Bangalo,Ghatkopar East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,50000,
04-06-2022,1,42000,600,5 out of 24,Bangalo,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,42000,
30-05-2022,2,19500,905,16 out of 32,Flat,Navi Mumbai-Khargar-Panvel,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,19500,
30-06-2022,3,90000,1500,6 out of 10,Flat,Walkeshwar,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,90000,
30-06-2022,1,60000,455,18 out of 22,Flat,"Sugee Sadan, Dadar West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,60000,
20-06-2022,2,55000,850,3 out of 3,Flat,Mahim West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,55000,
26-06-2022,3,40000,1100,21 out of 22,Bangalo,"Hudco Living Point, Bhandup West",Mumbai,Unfurnished,Family,2,Contact Owner,40000,
12-06-2022,1,40000,430,4 out of 8,Flat,"Sion East, Sion",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,40000,
07-07-2022,2,36000,650,10 out of 12,Flat,"Keshav Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,36000,
09-07-2022,2,45000,795,7 out of 13,Flat,"Runwal Elina, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,45000,
20-05-2022,2,100000,800,9 out of 12,Flat,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,100000,
23-06-2022,1,42000,700,15 out of 32,Bangalo,"Llyod Estate, Wadala",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,42000,
03-07-2022,1,45000,450,5 out of 7,Flat,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent,45000,
12-06-2022,2,40000,575,4 out of 7,Flat,"Sunglow, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000,
12-06-2022,2,50000,650,Ground out of 3,Flat,Mahim West,Mumbai,Furnished,Bachelors,3,Contact Agent,50000,
24-06-2022,1,11000,200,4 out of 4,Bangalo,Parle Colony,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,11000,
29-04-2022,2,50000,1200,2 out of 4,Bangalo,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,50000,
14-05-2022,1,34000,656,16 out of 23,Bangalo,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,34000,
09-07-2022,3,93000,1600,18 out of 27,Flat,"Godrej Platinum, Vikhroli East",Mumbai,Semi-Furnished,Family,3,Contact Agent,93000,
26-05-2022,3,69999,950,7 out of 12,Flat,Chembur East,Mumbai,Unfurnished,Family,3,Contact Agent,69999,
04-06-2022,2,48000,719,14 out of 20,Flat,"Raheja Heights Phase 2, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent,48000,
30-06-2022,3,55000,1100,15 out of 16,Flat,"Sakhi, Kandivali West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,55000,
18-05-2022,4,1000000,3064,18 out of 45,Flat,"Raheja Artesia, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,1000000,
19-05-2022,2,40000,650,15 out of 15,Flat,"Rustomjee Regency, Gomant Nagar",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000,
09-07-2022,3,130000,1450,9 out of 10,Flat,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,130000,
30-06-2022,2,75000,720,6 out of 14,Flat,"Vikas Finalay Apartments, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,75000,
20-06-2022,2,23000,670,1 out of 20,Bangalo,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,23000,
09-07-2022,3,200000,1350,1 out of 5,Flat,anjali,Mumbai,Furnished,Bachelors,3,Contact Agent,200000,
09-07-2022,3,55000,925,16 out of 36,Flat,"Runwal Greens, Mulund West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,55000,
09-07-2022,4,80000,1450,30 out of 44,Flat,Best Nagar Goregaon West,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,80000,
06-07-2022,3,220000,1550,30 out of 37,Flat,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,220000,
07-07-2022,1,40000,420,5 out of 7,Flat,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,40000,
06-07-2022,2,35000,650,5 out of 8,Flat,"Riddhi Garden, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,35000,
31-05-2022,2,33003,700,3 out of 7,Flat,Dahisar West,Mumbai,Furnished,Family,2,Contact Agent,33003,
19-05-2022,5,450000,3400,2 out of 5,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,450000,
07-07-2022,2,65000,935,2 out of 4,Bangalo,in Matunga West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,65000,
30-05-2022,2,45000,980,Ground out of 5,Flat,"Aditi Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,45000,
17-05-2022,4,280000,2800,2 out of 9,Flat,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,280000,
14-05-2022,2,55000,700,4 out of 6,Flat,Andheri West,Mumbai,Furnished,Bachelors,3,Contact Agent,55000,
19-05-2022,2,56000,720,12 out of 22,Flat,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,56000,
09-07-2022,2,55000,750,1 out of 7,Flat,Santacruz East,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,55000,
31-05-2022,2,28000,700,4 out of 12,Flat,"Usha Nagar Society, Bhandup West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,28000,
31-05-2022,2,150000,1000,4 out of 9,Flat,"Smoky Hill Apartment, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,150000,
12-06-2022,5,300000,3000,2 out of 22,Flat,Chandivali,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,300000,
02-07-2022,1,50000,413,5 out of 6,Flat,Grant Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,50000,
22-05-2022,4,180000,1755,6 out of 18,Flat,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Family,4,Contact Agent,180000,
31-05-2022,3,190000,1850,35 out of 55,Flat,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,190000,
06-05-2022,2,8000,890,4 out of 4,Flat,new panvel,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,8000,
23-06-2022,3,75000,1200,5 out of 12,Flat,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,75000,
16-06-2022,3,83000,1100,9 out of 20,Flat,"Raheja Vista, Powai",Mumbai,Furnished,Bachelors,3,Contact Agent,83000,
07-07-2022,1,32000,420,1 out of 3,Flat,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,32000,
06-07-2022,2,39000,630,6 out of 7,Flat,"Yashodham Complex, Goregaon East",Mumbai,Unfurnished,Family,2,Contact Agent,39000,
03-06-2022,4,150000,1705,16 out of 29,Flat,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,150000,
23-06-2022,3,190000,1300,1 out of 7,Flat,"Sunflower Apartment, Bandra West",Mumbai,Furnished,Bachelors,3,Contact Agent,190000,
08-06-2022,3,160000,1355,30 out of 45,Flat,"Oberoi Exquisite II, Film City Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,160000,
20-06-2022,1,25000,450,5 out of 7,Flat,Goregaon West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,25000,
27-05-2022,3,90000,1350,5 out of 12,Flat,"Mahindra Vivante, Chakala",Mumbai,Unfurnished,Family,3,Contact Agent,90000,
14-05-2022,2,95000,825,17 out of 22,Flat,"lokhandwala residency, Worli",Mumbai,Furnished,Bachelors,2,Contact Agent,95000,
04-07-2022,1,30000,550,2 out of 4,Bangalo,"Jumbo Darshan , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,30000,
25-05-2022,1,18500,430,5 out of 7,Flat,"Gokul Accord, Thakur Complex",Mumbai,Unfurnished,Family,1,Contact Agent,18500,
16-06-2022,1,18000,320,5 out of 7,Flat,"spring grove uno, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,18000,
23-06-2022,3,75000,1100,4 out of 12,Flat,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,75000,
14-05-2022,4,150000,1460,11 out of 13,Flat,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,150000,
12-06-2022,3,100000,1250,6 out of 18,Flat,"Panch Ritu, Chandivali",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,100000,
28-06-2022,2,170000,1000,5 out of 9,Flat,Breach Candy,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,170000,
07-07-2022,2,45000,710,8 out of 16,Flat,Saki Vihar Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,45000,
09-07-2022,3,200000,1350,1 out of 5,Flat,Anand niwas,Mumbai,Furnished,Bachelors,3,Contact Agent,200000,
23-06-2022,2,20000,400,3 out of 3,Flat,Pant Nagar,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,20000,
07-07-2022,3,85000,1000,16 out of 25,Flat,"DLH Orchid, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,85000,
06-07-2022,3,130000,1500,7 out of 12,Flat,Central Avenue Road,Mumbai,Unfurnished,Family,3,Contact Agent,130000,
09-07-2022,1,40000,500,3 out of 6,Bangalo,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,40000,
30-06-2022,4,250000,2000,33 out of 42,Flat,"Imperial Heights, Goregaon West",Mumbai,Furnished,Bachelors,4,Contact Agent,250000,
29-04-2022,1,15000,225,Ground out of 4,Flat,Shrikrupa Society,Mumbai,Unfurnished,Bachelors,1,Contact Owner,15000,
13-05-2022,2,40000,650,12 out of 19,Flat,Mulund West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,40000,
06-07-2022,2,48000,670,4 out of 16,Flat,"Velentine Tower, Goregaon East",Mumbai,Semi-Furnished,Family,2,Contact Owner,48000,
31-05-2022,2,15000,610,Ground out of 6,Flat,"RNA Broadway Avenue, Mira Road",Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,15000,
01-07-2022,1,28000,400,1 out of 5,Flat,Chakala,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,28000,
18-06-2022,1,25000,340,13 out of 23,Flat,"Mahalaxmi CHS, Worli",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,25000,
23-05-2022,2,34000,471,9 out of 38,Flat,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,34000,
03-06-2022,1,75000,550,6 out of 8,Flat,Carter Road,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,75000,
19-05-2022,2,45000,630,8 out of 13,Flat,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,45000,
27-05-2022,1,35000,500,1 out of 8,Bangalo,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,35000,
06-07-2022,1,32000,400,3 out of 7,Flat,"Trans Residency, Andheri East",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,32000,
04-07-2022,2,17000,1000,3 out of 7,Bangalo,"holy complex ,Mira Road, Mumbai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,17000,
20-06-2022,4,230000,1528,65 out of 76,Flat,"Lodha Marquise, Worli",Mumbai,Unfurnished,Family,4,Contact Agent,230000,
17-05-2022,2,35000,650,5 out of 7,Flat,"Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,35000,
31-05-2022,1,8500,500,6 out of 7,Flat,Thane-Kalyan-Dombivli,Mumbai,Unfurnished,Bachelors,1,Contact Owner,8500,
19-05-2022,3,80000,850,19 out of 30,Flat,"Oberoi Splendor, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,80000,
14-05-2022,1,55000,550,13 out of 14,Flat,"Paschim Apartments, Prabhadevi",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,55000,
12-06-2022,1,25000,430,7 out of 21,Flat,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,25000,
01-07-2022,3,40000,1030,10 out of 14,Flat,"Bhairav Residency, Mira Road",Mumbai,Furnished,Family,3,Contact Agent,40000,
27-06-2022,1,15500,250,11 out of 24,Flat,"MHADA Century Mill, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,15500,
06-07-2022,1,45000,500,9 out of 16,Flat,Mahim,Mumbai,Unfurnished,Bachelors,2,Contact Agent,45000,
07-07-2022,4,180000,1750,9 out of 31,Flat,Andheri West,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,180000,
06-07-2022,2,51000,985,7 out of 15,Flat,"Chembur Heights, Sindhi Society Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,51000,
20-06-2022,3,60000,1050,12 out of 13,Flat,"Veena Signature, Borivali West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,60000,
23-05-2022,2,36000,700,4 out of 15,Flat,Borivali East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,36000,
24-06-2022,3,180000,1200,10 out of 12,Flat,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,180000,
23-06-2022,3,75000,1000,6 out of 12,Flat,Chembur,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,75000,
20-06-2022,2,8000,550,3 out of 9,Flat,"Nakoda Heights, Nalasopara",Mumbai,Unfurnished,Family,2,Contact Agent,8000,
10-05-2022,3,50000,806,2 out of 4,Bangalo,Wadala,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,50000,
